id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
Ugw2bSBc5tOwzm_qBa14AaABAg,Najwa Shihab,1 month ago,1557717199814,"Terima kasih sudah menonton episode Mata Najwa - Laga Usai Pilpres, cek episode lengkapnya di https://www.narasi.tv atau klik disini http://bit.ly/2GRG7qj",702,true,74,,,,,,
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQPrq5Rhlg,natasha diandra,1 month ago,1557717200309,Kl ada adian vs arif sll nonton tanpa tunggu nanti🤣🤣🤣,9
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQQ-j-Dsej,Hani manu,1 month ago,1557717200310,"A.poyuono...
Pintar tapi dungu",12
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQQd-EAmwE,DM Suparyanto,1 month ago,1557717200312,kblinger si arief😆😅😆😅,7
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQQux0nnpH,Agung Hidayattullah,1 month ago,1557717200313,"Adian top, akal sehat lawan hoax",10
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQSVtdeeTl,Peter 77,1 month ago,1557717200315,Di ulang pun tetap kalah prabowo. Jatim.jateng . Berani ayo diulang,11
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQSrDDWrf-,Defa Rahayu,1 month ago,1557717200326,adiyan 👍👍👍😆😆😆,5
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQStx4Zbo6,pujiono pujiono,1 month ago,1557717200328,Mbak mata najwa sihap tegas cerdas cantiknya masa ALLAH. ngefen kangen banget hehehehe,4
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQT5AuovX0,Lia Tema,1 month ago,1557717200329,"Hai mba Nana. We Love You 😘😘😘
🇮🇩🇮🇩🇮🇩 PITA BHINEKA TUNGGAL IKA akan tetap berkibar BAGI GARUDA KU, PANCASILA ADALAH ideologi ku. Jika engkau ingin ideologi lain, pindahlah kau ke negara lain. INDONESIA ADALAH PANCASILA. Siang dan malam kami berdoa, Indonesia jangan pecah, Indonesia tetap damai dan bersatu dalam sayap GARUDA PANCASILA. INDONESIA NEGARA MAJU. PANCASILA SUDAH FINAL BAGI INDONESIA.  SALAM CINTA SESAUDARA SEIBU PERTIWI 🇲🇨🙏🇮🇩",2
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQ_kWN6Poo,Lukman Hakim,1 month ago,1557717200331,Mbak Najwa. Undang cak Nun saja,4
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQ_t99g0_r,Toetoes Winasti,1 month ago,1557717200332,Kok ngotot menang dr cawapres smpi bawah kok seperti lucu lucu an ini negara besar INDONESIA,1
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQbA50s4XU,Max JR Resmol,1 month ago,1557717201020,"Mba Nana,  cukup deh manggil si Arif.  Ini makin bodohin rakyat.  Cukup dehh!!!",4
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQbJ25vYQ7,Max JR Resmol,1 month ago,1557717201024,Cukup sudah!!!,1
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQfSdxTdP9,Alleee,1 month ago,1557717201027,"Kenapa sih pak arif selalu bilang 'kecurangan' terus, biasanya tu maling teriak maling loh.",4
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQk5QSfRkQ,Zidan Dhiya,1 month ago,1557717201030,Full Part Donk 😂,2
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQpOyalgHo,l limbong,1 month ago,1557717201032,Ada yg ngotot harus...harus nih...😄😄,2
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQrB0kXLvj,Stev Wang,1 month ago,1557717201035,"Keren mba nana,,, adian napitupulu emang pling top narasumberny.... No 1..",2
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQsPuLwq1h,Bangkit kembali,1 month ago,1557717201038,"@natasha diandra iyaa bener ...
Hahahah",2
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQsaPeJel0,aceng Asengss,1 month ago,1557717201041,Mbk nana josssss....mau siapa presidenya..tetap kita junjung tinggi demokrasi kita..ntr juga nyesel semua klu udah tau yg sebenarnya....,1
,,,,,,,,Ugw2bSBc5tOwzm_qBa14AaABAg.8uQPdplT-_28uQtzeY3kfF,Ronal Lallo,1 month ago,1557717201058,Menurutku Arif Puyono ini pintar saking pintarnya kelihatan bodohnya,3
