id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQZZ_Zjr39,henrique wong,1 month ago,1557717997823,"Usul buat tim mata najwa, judul video yg part 1 2 3 dst nya setelah judul besarnya. Karena kadang2 suka kesulitan mencari video lanjutannya. Contoh: Laga usai Pilpres (part 7) Najwa Pegangi Tangan Adian & Puyuono",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQ_Ww_f9c5,Abd Rouf,1 month ago,1557717997824,Kkkkkk   ......hhhhhh kkkkkkk ....kkkkk hebat lucu lucu    uyuono joooooosss kkkkkkk .....menghibur sekali,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQ_ff_0urF,Sycen Liong,1 month ago,1557717997825,Debat sambil pegangan tangan itu lucu banget 😂,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQbwkLNKyS,Muhammad Taufik,1 month ago,1557717997826,Tangan² nya diayun,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQc_X2TjGl,Siapa Kita,1 month ago,1557717997828,dwi mikir klg buat apa pilres aja bikin sampe titik darah penghabisan ...emang jk pilihanmu jd presiden loe jd makmur gemah ripah gtu....tetap jk kita tdk  usaha unt hidup kita n klg... ya sm aja boongg n bulsyeeet. ok salam waras....,3
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQd7qWIsYX,triyoga arif,1 month ago,1557717997829,"mbak nana, angkat yg lg viral dong ""sexy killers"" 
undang kreatornya yg membuat itu video, biar masyarakat jg bs menilai.. kira2 data2 dlm video tsb real atau hoax ???",1
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQfvXXKCB6,ayu sinta,1 month ago,1557717997830,semoga mb Nana sehat selalu dalam Allah subhannahu wata'ala...Amin,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQgcWyU94X,Fazza Aza,1 month ago,1557717997832,Mbak nana saya suka debat kalo ada adian dan arief puyuono...,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQhzZ-CKwP,Widhiandari Prismawanti,1 month ago,1557717997833,Mau dund mb Najwa tanganku di pegang.... Hehe,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQj3aWe9B0,Tami Tami,1 month ago,1557717997834,"Biar adil,satu jd kepalanegara satu kepala pemerintahan &saling terbuka.andai semua tujuannya untuk rakyat,tp sayang tujuannya,,,,  ,,,,,,,,,",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQkmtsv4rV,Pandora Actor,1 month ago,1557717997835,Mba cantik sekali anda...,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQnnXz1LCo,Yan Ti,1 month ago,1557717997837,Kutunggu beritamu mbak cantik,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQo5vXfH2g,Hijrah Abbas,1 month ago,1557717997838,"Udh gila.... ""sampe prabowo di lantik bulan oktober?"" menang ajah belum... Otaknya kampret slalu terbalik...",2
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQrN6BYgP4,Gede Widana,1 month ago,1557717997839,Mbak nana ini sandiwara apa nyata ya??,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQt6U-fIFd,Raja Asmara,1 month ago,1557717997840,Tanganmu halus Najwa cintaku,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQuJ3vUAGw,selalu live gelap,1 month ago,1557717997842,"Najwa shihab keren cara membawa acaranya, pengen dech di pegang tangan saya juga +pengen jadikan istri juga kmu nya",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQwDn8maGX,Zuldodi Saputra,1 month ago,1557717997843,"Dari awal sampai akhir
Cuman kata2 penutup mba nana yg paling BERMUTU,,terkadang kita merasa malu mendengar para politikus kita berbicara,,sudah seperti anak2 baru bisa ngomong,,gak ada rem nya
Salut buat mba nana😊😊✊✊,,yang selalu sabar menghadapi anak2 seperti nara sumber itu ngoceh",1
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQwraKePQR,Adi Chandra,1 month ago,1557717997844,mbak najwa.iki film opo.😃😃😃😃😃😃😃,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQxaO2ISBx,Bangkit kembali,1 month ago,1557717997846,Mb  nana .besok adian sama arif undang lagii..,1
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQxfoqwjW0,Merry Handaka,1 month ago,1557717997847,"Tolong di usut pernyataan arief poyuono di menit 4:56 ..
Kok menjanggal banget...
Apakah si arief keceplosan...??",8
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQynTdvO7T,sayaoranggila,1 month ago,1557717997848,"HTI fpi barisan di belakang 02 bagaikan kuda troya... jikalaupun kubu 02 menang nantinya.. apalah arti seorang prabowo, pasti bisa di gulingkan,, lah wong presiden jokowi aja mau di gulingkan.. tujuan mereka jelas ""system khilafah""catet ya mbak😥😥",2
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uQzM5BprJr,Kamarudin Ade,1 month ago,1557717997849,Dagelan para pendusta dan penghianat demokrasi...,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uR00f6E8Zu,Menuuurh Goto,1 month ago,1557717997851,Klo memang prabowo ...makar trs menang 2030 benar hancur,1
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uR1RGHtFmh,DEK' DI,1 month ago,1557717997852,"mbak najwa kalau boleh ni ya, kalau hasil keputusan kpu keluar, di undang dong bang adian sama bang arif,",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uR6-JUCwdA,vieto alghiffar,1 month ago,1557717997853,Mafia bola gmn kelanjutan nya mb nana?,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uR6fN4Bz4f,Emi Nuraeni,1 month ago,1557717997854,Saya malah fokus ke mbk nana cantik dan pintar pokokya is the best 👍👍👍,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uR8jevK5Ua,Sandiaga Unto,1 month ago,1557717997856,"Cantik, anggun, pintar, seksi. I love you bu Najwa😍😍😍",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uR8lara0-r,Andre Diksi,1 month ago,1557717997857,"Tolong mba najwa shihab. Di usut perkataan Arief dimenit 4:56-5:00 "" Politik Baru Untuk Menumbangkan Jokowi "" . Apa maksud dari perkataan itu ?? Tolong mba najwa 🙏🙏🙏 
#savejokowi",9
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRAZEzxb3M,sandi tiyas,1 month ago,1557717997859,Najwa Shihab is the best,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uREJfVInSh,Angga Safiy,1 month ago,1557717997860,Beda nya orde baru sama politik baru itu ap....???,2
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uREddNuvS3,Sudar Wati,1 month ago,1557717997862,@sayaoranggila makanya menolak rekonsiliasi.,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uREvfcN5Wf,Sudar Wati,1 month ago,1557717997863,@Andre Diksi anda fokus seperti merry handaka... gak kebayang nih otak mereka bakal mengulingkan presiden...,1
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRFR8OAAe7,Namfuckingri Tube,1 month ago,1557717997864,Mba lain kali jangan undang guntur,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRFRC7ZZBE,Friend Siayo Siayo,1 month ago,1557717997866,Mw dong mengang tangan nya najwa,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRFTW-qdrP,Agus M,1 month ago,1557717997867,"Kata kata emas mbak Nana bikin saya menangis...
Mengingat kan perjuangan orang tua yang tidak menyuruh anaknya jangan nakal, harus berbuat baik walau bukan saudara sendiri, ending lagunya Mantap",1
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRH62UcsU3,Adam Michael,1 month ago,1557717997869,mba najwa cantik,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRHC6AQwtd,Arletha Yayuk,1 month ago,1557717997870,Mbak nana cantik bgt,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRM2-Qs6ec,GOLDEN CRASH,1 month ago,1557717997872,SARAN DONG KAK... KAK NAJWA MENENGAHI UNTUK KEDUANYA. UNTUK MEMBERIKAN ARGUMEN KEDAMAIAN UNTUK BANGSA INI. KALO BISA MEMUTUSKAN SEBAIKNYA UNTUK NEGRI INI. SOALNYA NGERI JUGA KALO BEGINI2 TERUS. MASYARAKAT YG RUGI TAR...  AKTIVITAS BISA TERGANGGU,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRNHzdgWfj,ASUPAN MEME,1 month ago,1557717998596,politik baru untuk menumbangkangkan jokowi?,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRNetSduLL,Pakar Netizen,1 month ago,1557717998598,"Apa yang terjadi setelah pengumuman hasil REAL COUNT pemenang capres versi KPU tgl 22 Mei nanti?...
Sudah bisa di tebak jalan ceritanya.
-BPN akan melaporkan KPU ke BAWASLU karena dituduh curang jika jokowi yang terpilih menjadi pemenang.
-Akan terjadi PEOPLE POWER yang ""SEOLAH* mewakili keluh kesah keseluruhan rakyat Indonesia seolah terjadinya kecurangan besar besaran pada KPU.
-BPN akan melaporkan BAWASLU ke DKPP jika BAWASLU tetap tidak sependapat dengan mereka.
-BPN akan mendesak DKPP untuk mendiskualifikasikan KPU, dan BAWASLU dan melaporkannya ke MK.
-Jika MK tetap tidak menuruti kemauan mereka, maka mereka akan melaporkannya kepada dewan PBB.
-Jika PBB tidak mengacuhkan keluhan mereka, maka para BPN ini tetap akan menjadi PENGERUSUH dan PEMECAH BELAH rakyat INDONESIA _dengan membuat ketidakpercayaan kepada PRESIDEN, TENTARA, POLISI, KPU, BAWASLU, MK, KPK, DLL sebelum PRABOWO menjadi PRESIDEN RESMI.
AKHIRNYA NEGARA INI SENASIB DENGAN KEBANYAKAN NEGARA TIMUR TENGAH YANG TELAH DIPECAH BELAH DENGAN RAKYATNYA SENDIRI.",2
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRO7MeMvVy,arom van casky,1 month ago,1557717998599,"Kak najwa,  laga usai pilpres berikutnya tolong narasumbernya, komedian pendukung 01 vs 02
Biar suasana lebih dingin..",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRPOye7MpF,agunk nugroho,1 month ago,1557717998601,Moment paling lucu 😀👍👍,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRTXWOK0lD,Ali Mukhsin,1 month ago,1557717998602,sudh trima saja kekalahan 02 soalnya rakyat itu lbh bnyak yg ngsihkan suaranya untuk 01 bukan buat 02 jdi rakyat sudah bisa membedakan mana yg memihak kerakyat. klw prabowo rakyat crdas ogh milih.👎👎👎👎👎👎👎👎👎👎👎.,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRVejCMABR,Ardy Boy,1 month ago,1557717998603,"Tolong di jelaskan mba Nana, maksud si arief di menit 4:57",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRWJlcy1YB,Mas Allex,1 month ago,1557717998605,Kalau aku lebih suka liat Najwa ajah. Dari pada yang lain tu bikin sakit kepala ajah,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRYoWt0jGV,heni firmanto,1 month ago,1557717998606,"Mbak nazwa tolong di ulas kembali statemen si arif pada tentang ""politik baru untuk menumbangkan jokowi"".....saya mohon betul2 untuk dikaji ulang..agar publik sadar...terutama bagi mereka yg telah tertipu dengan propaganda ulama2an mereka ...terima kasih.",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRajcajtAE,Well 18,1 month ago,1557717998607,Haha mba nana ga capek apa ngurusin mereka,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRdcTvusBS,bagoes chikara,1 month ago,1557717998609,#m4.56,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRfgzolu7O,Riky Sumantri,1 month ago,1557717998610,"Memaksakan kehendak itu,,, usul saya kasih lahan ajh buat prabowo bkin presiden2an,,menteri mentetian,,,bkin negara negaraan,,,dan klo pemilu prabowo jgn d kasih tau,,,gaduh dia,,,",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRi6p_P8ka,matsuda 88,1 month ago,1557717998611,Lucu deh akhirnya wkwkwkw,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRlgNCYra4,kosim kosim,1 month ago,1557717998612,"Coba di ungkap dong kecutanganya,seperti sidak di lapas suka miskin dulu...",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRovnAgj6p,hadi w,1 month ago,1557717998614,Najwa Shihab 4:46,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRoxejzhfY,Erwin Aprianto,1 month ago,1557717998615,"Ribet dengarin orang dungu
(Nadian natipulung&Guntur romli)
Mata najwa jd gak bermutu..",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRrBKPPuB4,HiRo Senyu,1 month ago,1557717998616,"Mbaj Nana cb tyangkan bwt Rabu dpn..dgn jdul...
  ""TKN & BPN DI BALIK KEMENANGAN PEMILU 2019""
  ReQuest mbak..",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRsubfnIcK,steawards st,1 month ago,1557717998618,Mbak najdwa masih terlihat cantik meski kondisi kebingungan  :D,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRt5tjSfee,Riyan caspier,1 month ago,1557717998619,Manis,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uRyaoHTW7c,jaka samudra,1 month ago,1557717998621,Najjawa sihab miring ke 01,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uS-xgjeGjt,ayu Fuji,1 month ago,1557717998622,Kubuh 02 ngotot menang. Kasihan tidak bisa menerima kenyataan kalau Kubuh 02 KALAH,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uS0MMLqvqK,lasoh ananta,1 month ago,1557717998624,sering2 undang puyono Ma Adian lucu ...duet maut ky Bolot bs malii,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uS1KoQSefW,bil papi,1 month ago,1557717998625,"9:06
Mba Nana senyumannya overkill banget",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uS8W2Ted1e,Tongam Tambunan,1 month ago,1557717998627,04:56,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSAXjv6PFy,Ali Mukhsin,1 month ago,1557717998628,"Alah bilang saja krna klw kalian semua orang2,02 tuh iri karna 01 bnyak dibri dukunggan trhadap partai2 bsar jg oleh rakyat sdangkan prabowo gk disenanggi oleh rakyat jg gk ada partai lain yg mw ngdukung prabowo meskipun ditahun 2024 rakyat ogh milih prabowo.",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSDLHB8rCF,Ika tyas,1 month ago,1557717998629,Kak nana..episode yang bagus...ada yang mengakui dan ada pengakuan yang tersirat...,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSJSdDmVkC,Brendasemoxs Brenda,1 month ago,1557717998631,I love ur program mbak Nana,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSKNol0dHU,Troy land,1 month ago,1557717998632,Ngiri mba bisa pegang tangan mba nana dgn lama..  Ngareeepp.Com mba😆😁,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSN6QcQqg2,mdahrudin,1 month ago,1557717998634,"Kupersembahkan suaraku untukmu 
Kupersembahkan percayaku untukmu
Untukmu presiden pilihanku  
Semoga kau tetap disana memerintah dan merubah wajah Indonesia menjadi lebih indah - lebih indah dan terjaga",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSSGZY-VRE,Niki Irwan,1 month ago,1557717998635,Om,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSTD06_Ng1,Siregar Sianggian,1 month ago,1557717998636,Kocak mba nana,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSTJpLY7tg,via Octa,1 month ago,1557717998637,Tolong bhas tentang perkataan pk arief POLITIK BARU UNTUK MENUMBANGKAN JOKO WIDODO,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uScMeyAcXg,Andi Irawan,1 month ago,1557717998639,Haha besok besok kl ada pilpres lagi jgn kasih tau pak wowok bikin ribet aja,1
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uScuuAgxs6,Anisa nisa,1 month ago,1557717998640,Mba Nana kubu no 2 klo tahun ini gagal jgan boleh lagi mencalonkan lagi tahun 2024..banyak onarr ga jelas,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uShsSm1J5A,PLAY on TV,1 month ago,1557717998642,Mba nana nitip tempeleng tu puyono.. saya tau mba nana juga jengkel kan 😂😂😂,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSizPO8UbC,Dayang Lissa,1 month ago,1557717998644,"Hhhhh…kak Nana bagai ibu yg bijak saat mengadapi anak"" rebutan mainan "" Bola """,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSjJyZRKSY,Muthia Widya,1 month ago,1557717998645,"Mau tanya dong, nonton d narasi tv dan yt apa bedanya ya? Heehe saya ko rasa sama aja, tapi dijudulnya katanya lebih lengkap? Gimana ? Ada yg bisa bantu jawab?",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSjeAjzr0S,Mas ardi Ardi,1 month ago,1557717998647,"mbk najwa ga stres apa ngadepin kacung,,nya prabowo",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSkFIgq10t,Nano Casanova,1 month ago,1557717998649,"Orang yang menang tetapi sombong namanya JUMOWO, orang yang lurus serta mengakui kesalahan namanya LEGOWO, sedang orang yang kalah tetapi mengaku-ngaku menang namanya PRABOWO...",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSmRfLZ3oK,alinia niaa,1 month ago,1557717998650,up.yg 4.56menit.mba nana.yg politik.baru.untuk.menunbangkan.jokowi,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSnSmLXdk-,Bilqis Quint,1 month ago,1557717998652,Sabar ya mbak nana... sampe gak dikasih kesempatan ngomong sama tamu2nya 😅😄,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSqGIqF93J,Linda Ambar,1 month ago,1557717998653,Najwa Shihab siap pantau terus,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSquiiK6l5,Dimas Kusumawandanu,1 month ago,1557717998654,"BANYAK MANFAAT!!!!!!!!!!!

ini buktinya 
https://youtu.be/vfT_S_SCn0g",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSr-zvdTY3,Bilqis Quint,1 month ago,1557717998655,@henrique wong  link.nya udah disertakan di desc box 😅,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSrzeF-Szi,putry mayka,1 month ago,1557717999559,Cb skli2 bawa pentungan mbag jd siapa yg msh ngeyel nrocos lgsg ae d timpuk 😂,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSwGLiWCkj,Taipei Girl,1 month ago,1557717999561,Mbk Nana yg merupakan inspirasi bagi saya,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uSzxfm9WAh,Dedi Hartanto,1 month ago,1557717999562,"up menit 4:56 - 5:00 ... 
kelihatan busuknya...",1
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uT3jME6RR8,galuh paramita,1 month ago,1557717999563,"mbak Najwa... kenapa milih lagunya ERK : seperti rahim ibu sih??
sukak",0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uTEEiKE9V-,chon,1 month ago,1557717999565,mbak nana jilid 2 dong wkwkwk seru,0
,,,,,,,,UgyCf_ptxmJR_DyQsqx4AaABAg.8uQPO9STONC8uTEZ199Erg,Desman Larosã,1 month ago,1557717999566,I like anda l love you najwa...good job...👍🙏,0
